b'id',b'lat',b'lon',b'ele',b'user',b'uid',b'version',b'changeset',b'timestamp' 
b'200600664',b'40.794918',b'-81.939016',,b'woodpeck_fixbot',b'147510',b'2',b'2766773',b'2009-10-07T01:54:21Z'
b'200601284',b'40.8260764',b'-81.9386978',,b'skorasaurus',b'205523',b'3',b'26342390',b'2014-10-26T14:49:33Z'
b'200601707',b'40.767743',b'-82.027056',,b'woodpeck_fixbot',b'147510',b'2',b'2766773',b'2009-10-07T01:54:45Z'
b'200602350',b'40.783089',b'-81.954167',,b'woodpeck_fixbot',b'147510',b'2',b'2766773',b'2009-10-07T01:55:03Z'
b'200603305',b'40.777211',b'-82.023165',,b'woodpeck_fixbot',b'147510',b'2',b'2766773',b'2009-10-07T01:55:28Z'
b'200604337',b'40.794639',b'-81.948368',,b'woodpeck_fixbot',b'147510',b'2',b'2766773',b'2009-10-07T01:55:39Z'
b'200605018',b'40.825117',b'-81.962581',,b'woodpeck_fixbot',b'147510',b'2',b'2766773',b'2009-10-07T01:55:55Z'
b'200605718',b'40.807164',b'-81.945925',,b'woodpeck_fixbot',b'147510',b'2',b'2766773',b'2009-10-07T01:56:12Z'
b'200606238',b'40.824173',b'-81.929001',,b'woodpeck_fixbot',b'147510',b'2',b'2766773',b'2009-10-07T01:56:21Z'
b'200606852',b'40.8348648',b'-81.8049074',,b'Evan Edwards',b'1661605',b'3',b'32996624',b'2015-07-30T23:53:26Z'
b'200607417',b'40.768228',b'-81.714718',,b'woodpeck_fixbot',b'147510',b'2',b'2766773',b'2009-10-07T01:57:05Z'
b'200608087',b'40.8076',b'-81.9499084',,b'Evan Edwards',b'1661605',b'3',b'17600361',b'2013-08-31T08:51:01Z'
b'200609191',b'40.8383062',b'-81.7792854',,b'Evan Edwards',b'1661605',b'4',b'32965048',b'2015-07-29T20:07:49Z'
b'200610139',b'40.912804',b'-81.992256',,b'woodpeck_fixbot',b'147510',b'2',b'2766773',b'2009-10-07T01:57:58Z'
b'200610608',b'40.91552',b'-82.093595',,b'woodpeck_fixbot',b'147510',b'2',b'2766773',b'2009-10-07T01:58:10Z'
b'200611440',b'40.734154',b'-81.755617',,b'woodpeck_fixbot',b'147510',b'2',b'2766773',b'2009-10-07T01:58:28Z'
b'200611889',b'40.8206193',b'-82.0103226',,b'Glassman',b'447903',b'3',b'21923289',b'2014-04-25T05:58:20Z'
b'200612425',b'40.766346',b'-81.981625',,b'woodpeck_fixbot',b'147510',b'2',b'2766773',b'2009-10-07T01:58:53Z'
b'200613028',b'40.952175',b'-81.691942',,b'woodpeck_fixbot',b'147510',b'2',b'2129089',b'2009-08-13T11:07:25Z'
b'229836058',b'41.505088',b'-81.309022',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:22:26Z'
b'229836480',b'41.3991832',b'-81.2463697',,b'unigami',b'2367583',b'3',b'27911244',b'2015-01-04T14:45:29Z'
b'229836846',b'41.4376952',b'-81.3568684',,b'pkoby',b'999995',b'3',b'33760165',b'2015-09-02T20:16:38Z'
b'229837378',b'41.371915',b'-81.361112',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:22:44Z'
b'229837858',b'41.439667',b'-81.350134',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:22:50Z'
b'229838467',b'41.554115',b'-81.243119',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:22:57Z'
b'229839476',b'41.4458',b'-81.220731',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:23:06Z'
b'229840060',b'41.532072',b'-81.062815',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:23:14Z'
b'229840900',b'41.47308',b'-81.189978',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:23:25Z'
b'229841498',b'41.548008',b'-81.022991',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:23:33Z'
b'229842192',b'41.385236',b'-81.39015',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:23:41Z'
b'229842761',b'41.537433',b'-81.331965',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:23:49Z'
b'229843236',b'41.534676',b'-81.176071',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:23:56Z'
b'229843768',b'41.592982',b'-81.198922',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:24:02Z'
b'229844221',b'41.396856',b'-81.365785',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:24:09Z'
b'229844642',b'41.555543',b'-81.261471',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:24:15Z'
b'229845073',b'41.553629',b'-81.2359723',,b'unigami',b'2367583',b'3',b'27587739',b'2014-12-20T13:16:04Z'
b'229845518',b'41.393997',b'-81.365351',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:24:43Z'
b'229845978',b'41.35439',b'-81.283314',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:24:48Z'
b'229846377',b'41.379142',b'-81.304676',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:24:52Z'
b'229846802',b'41.599186',b'-81.171637',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:24:57Z'
b'229847288',b'41.358021',b'-81.307518',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:25:02Z'
b'229847716',b'41.56822',b'-81.221382',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:25:07Z'
b'229848131',b'41.380058',b'-81.189564',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:25:12Z'
b'229848925',b'41.589142',b'-81.1945',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:25:18Z'
b'229849473',b'41.472455',b'-81.247309',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:25:23Z'
b'229849965',b'41.596206',b'-81.2954345',,b'unigami',b'2367583',b'5',b'27429265',b'2014-12-12T20:00:39Z'
b'229850502',b'41.458285',b'-81.091393',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:25:32Z'
b'229850980',b'41.468308',b'-81.371666',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:25:37Z'
b'229851522',b'41.700469',b'-81.0086744',,b'Minh Nguyen',b'33757',b'3',b'28815208',b'2015-02-13T08:09:42Z'
b'229852115',b'41.605834',b'-81.199999',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:25:47Z'
b'229852809',b'41.490202',b'-81.257583',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:25:52Z'
b'229853283',b'41.580552',b'-81.252782',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:25:57Z'
b'229853874',b'41.534229',b'-81.262155',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:26:01Z'
b'229854447',b'41.51951',b'-81.331829',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:26:07Z'
b'229855006',b'41.386821',b'-81.139847',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:26:12Z'
b'229855524',b'41.520709',b'-81.369559',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:26:32Z'
b'229856083',b'41.4724565',b'-81.2267198',,b'OSchl\xc3\xbcter',b'66904',b'3',b'11092193',b'2012-03-25T08:07:41Z'
b'229856659',b'41.422304',b'-81.327874',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:26:43Z'
b'229857288',b'41.385543',b'-81.389134',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:26:49Z'
b'229857800',b'41.378649',b'-81.238478',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:26:54Z'
b'229858404',b'41.4696129',b'-81.2313032',,b'OSchl\xc3\xbcter',b'66904',b'3',b'11092193',b'2012-03-25T08:07:44Z'
b'229858950',b'41.424347',b'-81.196663',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:27:06Z'
b'229859491',b'41.443517',b'-81.052356',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:27:11Z'
b'229860167',b'41.397739',b'-81.286699',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:27:18Z'
b'229860711',b'41.66898',b'-81.010553',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:27:24Z'
b'229861283',b'41.5698476',b'-81.1387624',,b'Minh Nguyen',b'33757',b'4',b'28723550',b'2015-02-09T10:24:06Z'
b'229861926',b'41.355408',b'-81.325851',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:27:35Z'
b'229862460',b'41.446803',b'-81.389409',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:27:41Z'
b'229863071',b'41.4328504',b'-81.3642243',,b'pkoby',b'999995',b'3',b'33760165',b'2015-09-02T20:16:38Z'
b'229863506',b'41.5734784',b'-81.1313056',,b'woodpeck_fixbot',b'147510',b'4',b'2238065',b'2009-08-24T01:27:52Z'
b'229863957',b'41.413989',b'-81.3844957',,b'skorasaurus',b'205523',b'3',b'28408822',b'2015-01-26T02:14:02Z'
b'229864387',b'41.433485',b'-81.326871',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:28:04Z'
b'229864873',b'41.611138',b'-81.285624',,b'woodpeck_fixbot',b'147510',b'3',b'2238065',b'2009-08-24T01:28:10Z'
b'229865315',b'41.564845',b'-81.212349',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:28:16Z'
b'229865988',b'41.448255',b'-81.363187',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:28:40Z'
b'229866385',b'41.48336',b'-81.385111',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:28:46Z'
b'229866780',b'41.3688938',b'-81.0594158',,b'Minh Nguyen',b'33757',b'3',b'28724516',b'2015-02-09T11:16:07Z'
b'229867146',b'41.47697',b'-81.384277',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:28:57Z'
b'229867569',b'41.397764',b'-81.221818',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:29:03Z'
b'229867846',b'41.488932',b'-81.242954',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:29:08Z'
b'229868165',b'41.5439',b'-81.304263',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:29:14Z'
b'229868441',b'41.556955',b'-81.328391',,b'woodpeck_fixbot',b'147510',b'3',b'2238065',b'2009-08-24T01:29:20Z'
b'229868693',b'41.6222992',b'-81.3394069',,b'maxerickson',b'360392',b'6',b'35798434',b'2015-12-07T03:03:37Z'
b'229868923',b'41.382274',b'-81.187878',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:29:27Z'
b'229869146',b'41.5462',b'-81.103874',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:29:31Z'
b'229869428',b'41.478461',b'-81.370921',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:29:34Z'
b'229869655',b'41.7576851',b'-81.0500662',,b'woodpeck_fixbot',b'147510',b'3',b'2115947',b'2009-08-12T09:08:16Z'
b'229869902',b'41.5727928',b'-81.4496873',,b'OSchl\xc3\xbcter',b'66904',b'3',b'6155612',b'2010-10-24T11:33:58Z'
b'229870166',b'41.45267',b'-81.073181',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:29:45Z'
b'229870401',b'41.5913852',b'-81.4524251',,b'woodpeck_fixbot',b'147510',b'4',b'2115947',b'2009-08-12T09:08:23Z'
b'229870605',b'41.423422',b'-81.342459',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:29:52Z'
b'229870853',b'41.566027',b'-81.328473',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:29:55Z'
b'229871086',b'41.6389059',b'-81.3766326',,b'woodpeck_fixbot',b'147510',b'6',b'2115947',b'2009-08-12T09:08:29Z'
b'229871313',b'41.421957',b'-81.385016',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:30:01Z'
b'229871541',b'41.454433',b'-81.253434',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:30:05Z'
b'229871777',b'41.821415',b'-81.095178',,b'woodpeck_fixbot',b'147510',b'2',b'2115947',b'2009-08-12T09:08:36Z'
b'229872007',b'41.6071729',b'-81.3440926',,b'maxerickson',b'360392',b'3',b'20113078',b'2014-01-20T22:05:44Z'
b'229872267',b'41.4599906',b'-81.3860618',,b'oobleck',b'582032',b'3',b'43712068',b'2016-11-16T21:43:22Z'
b'229872510',b'41.6908028',b'-81.2383364',,b'woodpeck_fixbot',b'147510',b'3',b'2115947',b'2009-08-12T09:08:43Z'
b'229872801',b'41.467287',b'-81.087085',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:30:24Z'
b'229873079',b'41.354221',b'-81.347117',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:30:44Z'
b'229873315',b'41.583102',b'-81.2765685',,b'samely',b'2512300',b'3',b'29883432',b'2015-03-31T17:38:22Z'
b'229873521',b'41.4350987',b'-81.3680622',,b'OSchl\xc3\xbcter',b'66904',b'3',b'6641729',b'2010-12-12T20:56:41Z'
b'229873802',b'41.384302',b'-81.365697',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:30:57Z'
b'229874109',b'41.386833',b'-81.146087',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:31:01Z'
b'229874408',b'41.722559',b'-81.1267',,b'skorasaurus',b'205523',b'7',b'26014548',b'2014-10-11T22:11:32Z'
b'229874683',b'41.6765941',b'-81.2016965',,b'oobleck',b'582032',b'4',b'32342076',b'2015-07-01T21:36:36Z'
b'229874910',b'41.413842',b'-81.2119',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:31:13Z'
b'229875124',b'41.444052',b'-81.135895',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:31:16Z'
b'229875314',b'41.464057',b'-81.215466',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:31:20Z'
b'229875543',b'41.496911',b'-81.359411',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:31:24Z'
b'229875764',b'41.397875',b'-81.287843',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:31:28Z'
b'229875971',b'41.363069',b'-81.2906',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:31:31Z'
b'229876173',b'41.6820214',b'-81.4247094',,b'woodpeck_fixbot',b'147510',b'4',b'2115947',b'2009-08-12T09:09:34Z'
b'229876385',b'41.475909',b'-81.355578',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:31:39Z'
b'229876606',b'41.6255245',b'-81.4589089',,b'KristenK',b'1494110',b'7',b'19299107',b'2013-12-06T01:17:04Z'
b'229876830',b'41.590941',b'-81.04733',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:31:46Z'
b'229877013',b'41.7621571',b'-81.2074502',,b'woodpeck_fixbot',b'147510',b'3',b'2115947',b'2009-08-12T09:09:43Z'
b'229877213',b'41.416469',b'-81.372094',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:31:53Z'
b'229877408',b'41.8205145',b'-81.0798925',,b'maxerickson',b'360392',b'5',b'35776837',b'2015-12-05T21:43:50Z'
b'229877682',b'41.566313',b'-81.334916',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:32:01Z'
b'229877896',b'41.5973',b'-81.252095',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:32:05Z'
b'229878102',b'41.6765783',b'-81.2455109',,b'Rub21',b'510836',b'5',b'17336536',b'2013-08-13T20:16:59Z'
b'229878341',b'41.6762641',b'-81.3121139',,b'woodpeck_fixbot',b'147510',b'4',b'2115947',b'2009-08-12T09:10:14Z'
b'229878531',b'41.7686354',b'-81.1765521',,b'maxerickson',b'360392',b'5',b'20113078',b'2014-01-20T22:05:44Z'
b'229878745',b'41.587216',b'-81.152501',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:32:19Z'
b'229878986',b'41.409084',b'-81.34068',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:32:23Z'
b'229879258',b'41.47867',b'-81.385948',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:32:27Z'
b'229879621',b'41.7477501',b'-81.0783127',,b'maxerickson',b'360392',b'10',b'35774124',b'2015-12-05T18:53:47Z'
b'229879982',b'41.415073',b'-81.289989',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:32:39Z'
b'229880250',b'41.7419958',b'-81.3190533',,b'woodpeck_fixbot',b'147510',b'4',b'2115947',b'2009-08-12T09:10:25Z'
b'229880453',b'41.419213',b'-81.333587',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:32:47Z'
b'229880659',b'41.5941215',b'-81.4305107',,b'oobleck',b'582032',b'6',b'42112556',b'2016-09-12T22:08:02Z'
b'229880892',b'41.7449631',b'-81.1456503',,b'maxerickson',b'360392',b'5',b'35798682',b'2015-12-07T03:50:06Z'
b'229881096',b'41.55485',b'-81.139099',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:33:13Z'
b'229881320',b'41.496507',b'-81.223513',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:33:16Z'
b'229881537',b'41.653794',b'-81.1535867',,b'woodpeck_fixbot',b'147510',b'4',b'2115947',b'2009-08-12T09:10:39Z'
b'229881785',b'41.558807',b'-81.333198',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:33:24Z'
b'229882009',b'41.5566538',b'-81.2247178',,b'unigami',b'2367583',b'3',b'27587739',b'2014-12-20T13:16:04Z'
b'229882218',b'41.711406',b'-81.243106',,b'woodpeck_fixbot',b'147510',b'3',b'2115947',b'2009-08-12T09:10:48Z'
b'229882425',b'41.8347362',b'-81.048567',,b'Rub21',b'510836',b'6',b'17337744',b'2013-08-13T22:08:23Z'
b'229882623',b'41.389832',b'-81.220278',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:33:37Z'
b'229882841',b'41.5581',b'-81.197428',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:33:41Z'
b'229883058',b'41.549793',b'-81.301021',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:33:45Z'
b'229883290',b'41.368348',b'-81.238339',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:33:48Z'
b'229883530',b'41.7169497',b'-81.206702',,b'maxerickson',b'360392',b'5',b'35774124',b'2015-12-05T18:53:49Z'
b'229883764',b'41.7612514',b'-81.225686',,b'maxerickson',b'360392',b'5',b'35774124',b'2015-12-05T18:53:49Z'
b'229883994',b'41.7241126',b'-81.3239457',,b'woodpeck_fixbot',b'147510',b'4',b'2115947',b'2009-08-12T09:11:22Z'
b'229884215',b'41.463201',b'-81.281',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:34:01Z'
b'229884470',b'41.7557544',b'-81.2672626',,b'Johnny Mapperseed',b'1723055',b'6',b'31910091',b'2015-06-12T00:30:37Z'
b'229884663',b'41.6348627',b'-81.4641416',,b'maxerickson',b'360392',b'5',b'35797533',b'2015-12-07T00:41:43Z'
b'229884875',b'41.563436',b'-81.194522',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:34:13Z'
b'229885070',b'41.7511809',b'-81.0059256',,b'maxerickson',b'360392',b'4',b'35776837',b'2015-12-05T21:43:51Z'
b'229885379',b'41.495835',b'-81.356003',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:34:21Z'
b'229885636',b'41.445448',b'-81.310595',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:34:25Z'
b'229885870',b'41.6385132',b'-81.4190751',,b'woodpeck_fixbot',b'147510',b'6',b'2115947',b'2009-08-12T09:11:42Z'
b'229886111',b'41.461019',b'-81.374995',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:34:34Z'
b'229886331',b'41.7668716',b'-81.2305347',,b'maxerickson',b'360392',b'3',b'35774124',b'2015-12-05T18:53:50Z'
b'229886613',b'41.680633',b'-81.4272727',,b'woodpeck_fixbot',b'147510',b'3',b'2115947',b'2009-08-12T09:11:50Z'
b'229886858',b'41.6844149',b'-81.3116891',,b'woodpeck_fixbot',b'147510',b'3',b'2115947',b'2009-08-12T09:11:53Z'
b'229887138',b'41.371792',b'-81.33019',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:34:50Z'
b'229887378',b'41.354628',b'-81.353069',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:34:56Z'
b'229887583',b'41.404639',b'-81.340081',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:35:00Z'
b'229887865',b'41.446684',b'-81.357803',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:35:06Z'
b'229888112',b'41.528876',b'-81.342173',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:35:09Z'
b'229888306',b'41.6944945',b'-81.3860619',,b'woodpeck_fixbot',b'147510',b'3',b'3242456',b'2009-11-29T05:56:38Z'
b'229888502',b'41.575743',b'-81.19461',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:35:16Z'
b'229888711',b'41.6408449',b'-81.3009092',,b'skorasaurus',b'205523',b'6',b'41135312',b'2016-07-30T22:37:01Z'
b'229888939',b'41.673422',b'-81.038031',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:35:24Z'
b'229889143',b'41.6613059',b'-81.3089127',,b'maxerickson',b'360392',b'4',b'35762051',b'2015-12-05T04:25:45Z'
b'229889334',b'41.486161',b'-81.2398981',,b'OSchl\xc3\xbcter',b'66904',b'3',b'11087990',b'2012-03-24T19:22:49Z'
b'229889561',b'41.465398',b'-81.088957',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:35:49Z'
b'229889768',b'41.7599256',b'-81.0602716',,b'maxerickson',b'360392',b'8',b'35774124',b'2015-12-05T18:53:50Z'
b'229889999',b'41.6264171',b'-81.4130924',,b'Minh Nguyen',b'33757',b'5',b'22885791',b'2014-06-12T09:44:17Z'
b'229890243',b'41.4357509',b'-81.3120852',,b'Minh Nguyen',b'33757',b'3',b'28558890',b'2015-02-02T00:27:38Z'
b'229890520',b'41.403159',b'-81.343482',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:36:03Z'
b'229890778',b'41.7555993',b'-81.1946105',,b'maxerickson',b'360392',b'4',b'35774124',b'2015-12-05T18:53:50Z'
b'229891065',b'41.590526',b'-81.388488',,b'woodpeck_fixbot',b'147510',b'2',b'3242456',b'2009-11-29T05:57:17Z'
b'229891447',b'41.675021',b'-81.4138995',,b'woodpeck_fixbot',b'147510',b'3',b'3242456',b'2009-11-29T05:57:21Z'
b'229891674',b'41.6400311',b'-81.2946858',,b'OSchl\xc3\xbcter',b'66904',b'3',b'6159543',b'2010-10-24T17:31:39Z'
b'229891950',b'41.387367',b'-81.208523',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:36:26Z'
b'229892157',b'41.554533',b'-81.235258',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:36:29Z'
b'229892362',b'41.460376',b'-81.356227',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:36:32Z'
b'229892565',b'41.780913',b'-81.1089166',,b'woodpeck_fixbot',b'147510',b'4',b'3242456',b'2009-11-29T05:57:36Z'
b'229892792',b'41.375679',b'-81.274929',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:36:39Z'
b'229893063',b'41.816983',b'-81.0818248',,b'woodpeck_fixbot',b'147510',b'4',b'3242456',b'2009-11-29T05:57:41Z'
b'229893254',b'41.403017',b'-81.353235',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:36:47Z'
b'229893446',b'41.6754708',b'-81.1750307',,b'Minh Nguyen',b'33757',b'4',b'28815208',b'2015-02-13T08:39:01Z'
b'229893660',b'41.8327096',b'-81.0569562',,b'Rub21',b'510836',b'5',b'17337744',b'2013-08-13T22:08:25Z'
b'229893899',b'41.7035395',b'-81.2787129',,b'woodpeck_fixbot',b'147510',b'4',b'3242456',b'2009-11-29T05:57:52Z'
b'229894161',b'41.404391',b'-81.345525',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:37:00Z'
b'229894469',b'41.399604',b'-81.324155',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:37:04Z'
b'229894720',b'41.456769',b'-81.184791',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:37:09Z'
b'229894926',b'41.530296',b'-81.368611',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:37:13Z'
b'229895119',b'41.525196',b'-81.321877',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:37:16Z'
b'229895400',b'41.6238255',b'-81.4447639',,b'KristenK',b'1494110',b'6',b'19299060',b'2013-12-06T01:05:23Z'
b'229895683',b'41.6612496',b'-81.2410005',,b'woodpeck_fixbot',b'147510',b'6',b'3242456',b'2009-11-29T05:58:16Z'
b'229895879',b'41.411776',b'-81.338137',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:37:27Z'
b'229896098',b'41.8081336',b'-81.0918131',,b'maxerickson',b'360392',b'4',b'35776837',b'2015-12-05T21:43:52Z'
b'229896309',b'41.559624',b'-81.336058',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:37:35Z'
b'229896498',b'41.451417',b'-81.38008',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:37:38Z'
b'229896746',b'41.615186',b'-81.233131',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:37:58Z'
b'229896948',b'41.42931',b'-81.343682',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:38:01Z'
b'229897194',b'41.38291',b'-81.3364',,b'woodpeck_fixbot',b'147510',b'2',b'2238065',b'2009-08-24T01:38:06Z'
b'229897426',b'41.5921784',b'-81.40232',,b'oobleck',b'582032',b'5',b'18627273',b'2013-10-31T00:29:36Z'
b'229897704',b'41.352462',b'-81.1057128',,b'Minh Nguyen',b'33757',b'3',b'28718690',b'2015-02-09T01:28:25Z'
