b'id',b'lat',b'lon',b'ele',b'user',b'uid',b'version',b'changeset',b'timestamp' 
b'3014571663',b'41.5353986',b'-81.6487603',,b'smathermather_bulk',b'528015',b'1',b'24726553',b'2014-08-13T15:47:49Z'
b'3014571763',b'41.5417906',b'-81.6333858',,b'smathermather_bulk',b'528015',b'1',b'24726553',b'2014-08-13T15:47:52Z'
b'3015634992',b'41.0979881',b'-80.976182',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:40:54Z'
b'3015635093',b'41.1068235',b'-80.9997685',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:40:56Z'
b'3015635193',b'41.1669289',b'-81.0884787',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:40:58Z'
b'3015635293',b'41.1683972',b'-81.0822366',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:40:59Z'
b'3015635493',b'41.1696804',b'-81.0929094',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:41:01Z'
b'3015635593',b'41.17032',b'-81.0922447',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:41:03Z'
b'3015635693',b'41.1710232',b'-81.0900613',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:41:04Z'
b'3015635793',b'41.1735717',b'-81.1233079',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:41:06Z'
b'3015635896',b'41.175587',b'-81.1074729',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:41:08Z'
b'3015635997',b'41.1768901',b'-81.077588',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:41:10Z'
b'3015636098',b'41.1776827',b'-81.0995942',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:41:12Z'
b'3015636201',b'41.1786163',b'-81.1088115',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:41:14Z'
b'3015636303',b'41.1793014',b'-81.1473054',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:41:16Z'
b'3015636403',b'41.1800534',b'-81.0975378',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:41:17Z'
b'3015636604',b'41.180997',b'-81.0508763',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:41:20Z'
b'3015636707',b'41.1819787',b'-81.0830178',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:41:21Z'
b'3015636808',b'41.1828557',b'-81.0434598',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:41:23Z'
b'3015636908',b'41.183769',b'-81.0802765',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:41:25Z'
b'3015637009',b'41.1847503',b'-81.1449572',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:41:27Z'
b'3015637109',b'41.1858515',b'-81.09909',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:41:29Z'
b'3015637209',b'41.1870596',b'-81.099578',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:41:31Z'
b'3015637309',b'41.1881092',b'-81.0528756',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:41:33Z'
b'3015637409',b'41.1889987',b'-81.1827321',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:41:35Z'
b'3015637510',b'41.1899745',b'-81.0549521',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:41:37Z'
b'3015637612',b'41.1908002',b'-81.0139091',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:41:39Z'
b'3015637714',b'41.192126',b'-81.1845379',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:41:41Z'
b'3015637814',b'41.1930394',b'-81.1497878',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:41:44Z'
b'3015637914',b'41.1935833',b'-81.0092237',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:41:46Z'
b'3015638014',b'41.1945157',b'-81.0423954',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:41:48Z'
b'3015638114',b'41.1956415',b'-81.1540362',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:41:50Z'
b'3015638214',b'41.1970195',b'-81.1110826',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:41:52Z'
b'3015638315',b'41.1983077',b'-81.0921994',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:41:55Z'
b'3015638415',b'41.1996519',b'-81.1019231',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:41:57Z'
b'3015638515',b'41.2008794',b'-81.0458183',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:41:59Z'
b'3015638615',b'41.2022388',b'-81.0033858',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:42:02Z'
b'3015638715',b'41.2039315',b'-81.135423',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:42:04Z'
b'3015638815',b'41.2061436',b'-81.0247407',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:42:07Z'
b'3015638917',b'41.2083398',b'-81.0756294',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:42:09Z'
b'3015639018',b'41.210834',b'-81.1155804',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:42:12Z'
b'3015639121',b'41.2129986',b'-81.1112797',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:42:14Z'
b'3015639224',b'41.2147345',b'-81.0246198',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:42:16Z'
b'3015639329',b'41.2170349',b'-81.0834171',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:42:19Z'
b'3015639433',b'41.2195916',b'-81.0496633',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:42:22Z'
b'3015639538',b'41.2209929',b'-81.0481254',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:42:24Z'
b'3015639646',b'41.2223586',b'-81.0267807',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:42:27Z'
b'3015639754',b'41.2239858',b'-80.9874285',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:42:30Z'
b'3015639862',b'41.2301617',b'-81.0212061',,b'kg4sgp',b'2160092',b'1',b'24735843',b'2014-08-14T02:42:32Z'
b'3016770167',b'41.444526',b'-81.7037794',,b'smathermather_bulk',b'528015',b'1',b'24750816',b'2014-08-14T17:30:32Z'
b'3017227660',b'41.0740078',b'-81.5144684',,b'kg4sgp',b'2160092',b'1',b'24755689',b'2014-08-14T21:41:51Z'
b'3018452700',b'41.1495079',b'-81.3475876',,b'Johnny Mapperseed',b'1723055',b'1',b'24771271',b'2014-08-15T16:38:20Z'
b'3023239743',b'41.495843',b'-81.6930055',,b'skorasaurus',b'205523',b'1',b'24818508',b'2014-08-17T20:36:41Z'
b'3023518376',b'41.478968',b'-81.5005952',,b'nysmeng',b'397716',b'2',b'24822792',b'2014-08-18T03:57:57Z'
b'3023730810',b'41.4781962',b'-81.4955016',,b'nysmeng',b'397716',b'1',b'24822792',b'2014-08-18T03:57:46Z'
b'3023731310',b'41.4787901',b'-81.5062282',,b'nysmeng',b'397716',b'1',b'24822792',b'2014-08-18T03:57:48Z'
b'3025505165',b'41.4935301',b'-81.4903907',,b'nysmeng',b'397716',b'1',b'24842827',b'2014-08-18T19:55:58Z'
b'3025958730',b'41.2847254',b'-82.2184673',,b'rtwbike',b'2160231',b'1',b'24845847',b'2014-08-18T22:24:36Z'
b'3026280654',b'41.4689716',b'-81.5226759',,b'nysmeng',b'397716',b'1',b'24847325',b'2014-08-19T00:54:47Z'
b'3026280754',b'41.4870794',b'-81.4991305',,b'nysmeng',b'397716',b'1',b'24847325',b'2014-08-19T00:54:48Z'
b'3028480508',b'41.1618848',b'-81.3726438',,b'pkoby',b'999995',b'3',b'25015018',b'2014-08-25T21:22:17Z'
b'3028524421',b'41.1534026',b'-81.3766886',,b'pkoby',b'999995',b'1',b'24870536',b'2014-08-19T21:06:00Z'
b'3028530922',b'41.1584272',b'-81.3750385',,b'pkoby',b'999995',b'1',b'24870536',b'2014-08-19T21:06:02Z'
b'3028531022',b'41.1614012',b'-81.3730713',,b'pkoby',b'999995',b'1',b'24870536',b'2014-08-19T21:06:04Z'
b'3029603762',b'41.4017423',b'-82.336309',,b'skorasaurus',b'205523',b'1',b'24884274',b'2014-08-20T12:56:14Z'
b'3031023930',b'41.1542516',b'-81.3466405',,b'pkoby',b'999995',b'1',b'24899513',b'2014-08-21T01:27:20Z'
b'3031037836',b'41.1630787',b'-81.3355812',,b'pkoby',b'999995',b'1',b'24899513',b'2014-08-21T01:27:22Z'
b'3033819737',b'41.1674758',b'-81.382939',,b'pkoby',b'999995',b'1',b'24922714',b'2014-08-22T01:12:03Z'
b'3033819837',b'41.1713287',b'-81.3780058',,b'pkoby',b'999995',b'1',b'24922714',b'2014-08-22T01:12:04Z'
b'3035998753',b'41.1502165',b'-81.3784055',,b'pkoby',b'999995',b'1',b'24945085',b'2014-08-22T23:02:13Z'
b'3036109407',b'41.1462503',b'-81.3824733',,b'pkoby',b'999995',b'1',b'24945782',b'2014-08-22T23:57:46Z'
b'3036162573',b'41.298062',b'-81.51345',,b'codeThatThinks',b'1742007',b'1',b'24946106',b'2014-08-23T00:53:05Z'
b'3036162673',b'41.2985069',b'-81.5134465',,b'codeThatThinks',b'1742007',b'1',b'24946106',b'2014-08-23T00:53:07Z'
b'3036198835',b'41.2998259',b'-81.514492',,b'codeThatThinks',b'1742007',b'1',b'24946196',b'2014-08-23T01:09:48Z'
b'3036199035',b'41.2994547',b'-81.513928',,b'codeThatThinks',b'1742007',b'1',b'24946196',b'2014-08-23T01:09:50Z'
b'3036289482',b'41.2986453',b'-81.5114855',,b'codeThatThinks',b'1742007',b'1',b'24946669',b'2014-08-23T02:09:28Z'
b'3036291660',b'41.299639',b'-81.5117515',,b'codeThatThinks',b'1742007',b'1',b'24946704',b'2014-08-23T02:14:30Z'
b'3036305932',b'41.2988619',b'-81.507946',,b'codeThatThinks',b'1742007',b'1',b'24946839',b'2014-08-23T02:35:17Z'
b'3036308232',b'41.2971425',b'-81.5022347',,b'codeThatThinks',b'1742007',b'1',b'24946839',b'2014-08-23T02:35:19Z'
b'3036308332',b'41.2986334',b'-81.504576',,b'codeThatThinks',b'1742007',b'1',b'24946839',b'2014-08-23T02:35:21Z'
b'3039743638',b'41.134469',b'-81.3097923',,b'Johnny Mapperseed',b'1723055',b'1',b'24985673',b'2014-08-24T18:17:05Z'
b'3043894107',b'41.1558628',b'-81.3311729',,b'Johnny Mapperseed',b'1723055',b'1',b'25032299',b'2014-08-26T16:28:55Z'
b'3043917219',b'41.1543659',b'-81.3280074',,b'Johnny Mapperseed',b'1723055',b'1',b'25032573',b'2014-08-26T16:38:38Z'
b'3044256648',b'41.4799342',b'-81.7537272',,b'Evan Edwards',b'1661605',b'1',b'25036384',b'2014-08-26T19:06:35Z'
b'3044905539',b'41.2963195',b'-81.5002876',,b'codeThatThinks',b'1742007',b'1',b'25043121',b'2014-08-27T03:01:45Z'
b'3044917848',b'41.2928531',b'-81.5103045',,b'codeThatThinks',b'1742007',b'1',b'25043168',b'2014-08-27T03:09:37Z'
b'3044954359',b'41.1488778',b'-81.3591863',,b'Johnny Mapperseed',b'1723055',b'1',b'25043393',b'2014-08-27T03:54:29Z'
b'3044979441',b'41.1515807',b'-81.3580541',,b'Johnny Mapperseed',b'1723055',b'1',b'25043804',b'2014-08-27T04:53:12Z'
b'3046067930',b'41.1506049',b'-81.3570906',,b'Johnny Mapperseed',b'1723055',b'1',b'25055975',b'2014-08-27T16:40:27Z'
b'3046739997',b'41.4974082',b'-81.4966795',,b'nysmeng',b'397716',b'1',b'25066197',b'2014-08-28T05:20:48Z'
b'3046740201',b'41.5000356',b'-81.4952396',,b'nysmeng',b'397716',b'1',b'25066197',b'2014-08-28T05:20:51Z'
b'3046754578',b'41.4934496',b'-81.4913326',,b'nysmeng',b'397716',b'1',b'25066304',b'2014-08-28T05:31:49Z'
b'3046757078',b'41.4960625',b'-81.4908352',,b'nysmeng',b'397716',b'1',b'25066304',b'2014-08-28T05:31:51Z'
b'3048342131',b'41.2968426',b'-81.4923889',,b'codeThatThinks',b'1742007',b'1',b'25086422',b'2014-08-29T02:00:43Z'
b'3048342231',b'41.2982029',b'-81.4885356',,b'codeThatThinks',b'1742007',b'1',b'25086422',b'2014-08-29T02:00:45Z'
b'3048345455',b'41.2967395',b'-81.4877608',,b'codeThatThinks',b'1742007',b'1',b'25086520',b'2014-08-29T02:12:36Z'
b'3048345555',b'41.2954479',b'-81.498296',,b'codeThatThinks',b'1742007',b'1',b'25086520',b'2014-08-29T02:12:38Z'
b'3048350328',b'41.2977698',b'-81.507134',,b'codeThatThinks',b'1742007',b'1',b'25086608',b'2014-08-29T02:23:48Z'
b'3048355480',b'41.2931684',b'-81.4929928',,b'codeThatThinks',b'1742007',b'1',b'25086649',b'2014-08-29T02:32:18Z'
b'3048357250',b'41.2909114',b'-81.4892134',,b'codeThatThinks',b'1742007',b'1',b'25086680',b'2014-08-29T02:37:40Z'
b'3048360510',b'41.2825559',b'-81.5049563',,b'codeThatThinks',b'1742007',b'1',b'25086743',b'2014-08-29T02:51:26Z'
b'3048460679',b'41.138963',b'-81.3562353',,b'Johnny Mapperseed',b'1723055',b'1',b'25088666',b'2014-08-29T06:08:33Z'
b'3048467113',b'41.1340885',b'-81.3532956',,b'Johnny Mapperseed',b'1723055',b'1',b'25088774',b'2014-08-29T06:15:59Z'
b'3048470368',b'41.1468144',b'-81.358185',,b'Johnny Mapperseed',b'1723055',b'2',b'40586679',b'2016-07-08T19:09:37Z'
b'3048725098',b'41.1426359',b'-81.357548',,b'Johnny Mapperseed',b'1723055',b'1',b'25092898',b'2014-08-29T10:15:45Z'
b'3049145292',b'41.1544368',b'-81.3113268',,b'Johnny Mapperseed',b'1723055',b'1',b'25100732',b'2014-08-29T16:21:06Z'
b'3049152226',b'41.1444959',b'-81.3093098',,b'Johnny Mapperseed',b'1723055',b'1',b'25100935',b'2014-08-29T16:29:20Z'
b'3049169207',b'41.1522153',b'-81.3031086',,b'Johnny Mapperseed',b'1723055',b'1',b'25101008',b'2014-08-29T16:33:23Z'
b'3049177869',b'41.1779418',b'-81.345396',,b'Johnny Mapperseed',b'1723055',b'1',b'25101139',b'2014-08-29T16:38:24Z'
b'3049188222',b'41.1744532',b'-81.3237023',,b'Johnny Mapperseed',b'1723055',b'1',b'25101274',b'2014-08-29T16:43:42Z'
b'3049355921',b'41.1540089',b'-81.3238639',,b'Johnny Mapperseed',b'1723055',b'2',b'39569118',b'2016-05-25T22:56:12Z'
b'3049358878',b'41.1559447',b'-81.3148871',,b'Johnny Mapperseed',b'1723055',b'1',b'25103459',b'2014-08-29T18:37:07Z'
b'3049365149',b'41.1541789',b'-81.3401933',,b'Johnny Mapperseed',b'1723055',b'1',b'25103561',b'2014-08-29T18:42:01Z'
b'3049372654',b'41.1688551',b'-81.3468401',,b'Johnny Mapperseed',b'1723055',b'1',b'25103739',b'2014-08-29T18:49:52Z'
b'3049388042',b'41.1546625',b'-81.3371272',,b'Johnny Mapperseed',b'1723055',b'1',b'25103952',b'2014-08-29T18:59:41Z'
b'3049400633',b'41.1482269',b'-81.3958354',,b'Johnny Mapperseed',b'1723055',b'1',b'25104189',b'2014-08-29T19:10:25Z'
b'3049426983',b'41.1529102',b'-81.3381139',,b'Johnny Mapperseed',b'1723055',b'1',b'25104608',b'2014-08-29T19:32:55Z'
b'3049602363',b'41.1559446',b'-81.3327849',,b'Johnny Mapperseed',b'1723055',b'1',b'25106988',b'2014-08-29T21:39:43Z'
b'3049605787',b'41.1560087',b'-81.3243328',,b'Johnny Mapperseed',b'1723055',b'1',b'25107057',b'2014-08-29T21:44:29Z'
b'3049621836',b'41.1506154',b'-81.3358208',,b'Johnny Mapperseed',b'1723055',b'1',b'25107322',b'2014-08-29T22:02:04Z'
b'3049682520',b'41.1706658',b'-81.3419691',,b'Johnny Mapperseed',b'1723055',b'1',b'25108198',b'2014-08-29T23:16:14Z'
b'3049687564',b'41.1644768',b'-81.3894003',,b'Johnny Mapperseed',b'1723055',b'1',b'25108287',b'2014-08-29T23:24:59Z'
b'3049878817',b'41.4650224',b'-81.5050591',,b'nysmeng',b'397716',b'1',b'25110288',b'2014-08-30T05:12:16Z'
b'3049887842',b'41.46953',b'-81.5008953',,b'nysmeng',b'397716',b'1',b'25110393',b'2014-08-30T05:27:38Z'
b'3050544336',b'41.2935281',b'-81.4855023',,b'codeThatThinks',b'1742007',b'1',b'25119888',b'2014-08-30T15:04:57Z'
b'3050560313',b'41.2963853',b'-81.485358',,b'codeThatThinks',b'1742007',b'1',b'25120124',b'2014-08-30T15:16:47Z'
b'3050612886',b'41.2872197',b'-81.4812374',,b'codeThatThinks',b'1742007',b'1',b'25120997',b'2014-08-30T15:58:19Z'
b'3050615386',b'41.2854228',b'-81.4794348',,b'codeThatThinks',b'1742007',b'1',b'25120997',b'2014-08-30T15:58:20Z'
b'3050697084',b'41.1548158',b'-81.330946',,b'Johnny Mapperseed',b'1723055',b'1',b'25122129',b'2014-08-30T16:58:42Z'
b'3050699222',b'41.2611362',b'-81.4167524',,b'codeThatThinks',b'1742007',b'1',b'25122171',b'2014-08-30T17:01:35Z'
b'3050699522',b'41.2541227',b'-81.419303',,b'codeThatThinks',b'1742007',b'1',b'25122171',b'2014-08-30T17:01:36Z'
b'3050699622',b'41.2566092',b'-81.4159093',,b'codeThatThinks',b'1742007',b'1',b'25122171',b'2014-08-30T17:01:38Z'
b'3051137915',b'41.4876986',b'-81.5029057',,b'nysmeng',b'397716',b'1',b'25128655',b'2014-08-30T23:29:27Z'
b'3053770994',b'41.4642488',b'-81.9509944',,b'adamos',b'25867',b'1',b'25162008',b'2014-09-01T15:02:28Z'
b'3056351707',b'41.1584721',b'-81.3570817',,b'Johnny Mapperseed',b'1723055',b'1',b'25191742',b'2014-09-02T20:44:16Z'
b'3056374120',b'41.1538909',b'-81.3614811',,b'Johnny Mapperseed',b'1723055',b'1',b'25191962',b'2014-09-02T20:52:31Z'
b'3056383720',b'41.1580719',b'-81.3424827',,b'Johnny Mapperseed',b'1723055',b'1',b'25192202',b'2014-09-02T21:02:56Z'
b'3056403918',b'41.1682429',b'-81.3450147',,b'Johnny Mapperseed',b'1723055',b'1',b'25192381',b'2014-09-02T21:11:36Z'
b'3056415883',b'41.1699925',b'-81.2182066',,b'Johnny Mapperseed',b'1723055',b'1',b'25192559',b'2014-09-02T21:20:41Z'
b'3056521889',b'41.1513679',b'-81.3640258',,b'Johnny Mapperseed',b'1723055',b'1',b'25193799',b'2014-09-02T22:31:27Z'
b'3056528229',b'41.10338',b'-81.3451189',,b'Johnny Mapperseed',b'1723055',b'1',b'25193935',b'2014-09-02T22:42:39Z'
b'3057984742',b'40.8731192',b'-81.5063915',,b'Evan Edwards',b'1661605',b'1',b'25213564',b'2014-09-03T20:03:30Z'
b'3058233290',b'41.1526023',b'-81.361522',,b'Johnny Mapperseed',b'1723055',b'1',b'25217220',b'2014-09-04T00:36:00Z'
b'3058292530',b'41.153897',b'-81.3610798',,b'Johnny Mapperseed',b'1723055',b'1',b'25217839',b'2014-09-04T02:28:01Z'
b'3058342539',b'41.1553692',b'-81.3618677',,b'Johnny Mapperseed',b'1723055',b'1',b'25217857',b'2014-09-04T02:31:42Z'
b'3058358144',b'41.1478895',b'-81.3335918',,b'Johnny Mapperseed',b'1723055',b'1',b'25217926',b'2014-09-04T02:44:15Z'
b'3063848047',b'41.1548816',b'-81.3692479',,b'Johnny Mapperseed',b'1723055',b'1',b'25274644',b'2014-09-06T20:04:00Z'
b'3063916264',b'41.1418628',b'-81.3595603',,b'Johnny Mapperseed',b'1723055',b'1',b'25275547',b'2014-09-06T20:49:08Z'
b'3064179609',b'41.1492713',b'-81.3549522',,b'Johnny Mapperseed',b'1723055',b'1',b'25277850',b'2014-09-07T00:18:00Z'
b'3064180879',b'41.1455982',b'-81.3542671',,b'Johnny Mapperseed',b'1723055',b'1',b'25277884',b'2014-09-07T00:22:50Z'
b'3064312290',b'41.1453787',b'-81.3530771',,b'Johnny Mapperseed',b'1723055',b'1',b'25279036',b'2014-09-07T03:55:50Z'
b'3064314362',b'41.1446174',b'-81.3519205',,b'Johnny Mapperseed',b'1723055',b'1',b'25279076',b'2014-09-07T04:02:57Z'
b'3064334085',b'41.1490401',b'-81.369988',,b'Johnny Mapperseed',b'1723055',b'1',b'25279188',b'2014-09-07T04:22:40Z'
b'3064341371',b'41.1802149',b'-81.3548496',,b'Johnny Mapperseed',b'1723055',b'1',b'25279235',b'2014-09-07T04:29:45Z'
b'3064347616',b'41.1804087',b'-81.3633254',,b'Johnny Mapperseed',b'1723055',b'1',b'25279261',b'2014-09-07T04:32:52Z'
b'3064355325',b'41.1830229',b'-81.3725039',,b'Johnny Mapperseed',b'1723055',b'1',b'25279298',b'2014-09-07T04:38:14Z'
b'3065316018',b'41.1671756',b'-81.4057233',,b'Johnny Mapperseed',b'1723055',b'1',b'25289265',b'2014-09-07T15:31:31Z'
b'3066115986',b'41.1458282',b'-81.3584934',,b'Johnny Mapperseed',b'1723055',b'1',b'25298451',b'2014-09-08T02:22:07Z'
b'3068754389',b'41.0660398',b'-81.5091634',,b'kg4sgp',b'2160092',b'1',b'25334215',b'2014-09-09T18:27:07Z'
b'3068755689',b'41.068121',b'-81.5096001',,b'kg4sgp',b'2160092',b'1',b'25334215',b'2014-09-09T18:27:09Z'
b'3068755789',b'41.070218',b'-81.5093098',,b'kg4sgp',b'2160092',b'1',b'25334215',b'2014-09-09T18:27:11Z'
b'3068755889',b'41.0710975',b'-81.5156503',,b'kg4sgp',b'2160092',b'1',b'25334215',b'2014-09-09T18:27:13Z'
b'3068755989',b'41.071403',b'-81.51299',,b'kg4sgp',b'2160092',b'1',b'25334215',b'2014-09-09T18:27:15Z'
b'3068756089',b'41.0717598',b'-81.5126662',,b'kg4sgp',b'2160092',b'1',b'25334215',b'2014-09-09T18:27:17Z'
b'3068756189',b'41.0720773',b'-81.5145032',,b'kg4sgp',b'2160092',b'1',b'25334215',b'2014-09-09T18:27:19Z'
b'3068756289',b'41.073072',b'-81.5175825',,b'kg4sgp',b'2160092',b'1',b'25334215',b'2014-09-09T18:27:21Z'
b'3070609073',b'40.8690419',b'-81.4567871',,b'Evan Edwards',b'1661605',b'1',b'25353695',b'2014-09-10T18:30:01Z'
b'3070854952',b'40.8203604',b'-81.4759863',,b'Evan Edwards',b'1661605',b'1',b'25356316',b'2014-09-10T20:45:17Z'
b'3071181682',b'40.8113848',b'-81.4003594',,b'Evan Edwards',b'1661605',b'1',b'25358999',b'2014-09-11T01:08:37Z'
b'3071181782',b'40.8101869',b'-81.4001536',,b'Evan Edwards',b'1661605',b'1',b'25358999',b'2014-09-11T01:08:39Z'
b'3071345170',b'41.1122241',b'-81.5010574',,b'Johnny Mapperseed',b'1723055',b'1',b'25359942',b'2014-09-11T04:03:53Z'
b'3071935427',b'41.539275',b'-81.2395483',,b'skorasaurus',b'205523',b'1',b'25369762',b'2014-09-11T14:39:28Z'
b'3072283080',b'41.0993835',b'-81.5700143',,b'Johnny Mapperseed',b'1723055',b'1',b'25374779',b'2014-09-11T18:51:46Z'
b'3073638406',b'40.8031535',b'-81.3824304',,b'Evan Edwards',b'1661605',b'1',b'25394069',b'2014-09-12T16:14:29Z'
b'3077182795',b'41.1499363',b'-81.3237979',,b'Johnny Mapperseed',b'1723055',b'1',b'25438869',b'2014-09-14T18:18:05Z'
b'3077191655',b'41.1491951',b'-81.3078991',,b'Johnny Mapperseed',b'1723055',b'1',b'25438922',b'2014-09-14T18:21:08Z'
b'3077212556',b'41.1695608',b'-81.3583264',,b'Johnny Mapperseed',b'1723055',b'1',b'25439250',b'2014-09-14T18:36:14Z'
b'3077221351',b'41.165321',b'-81.3578359',,b'Johnny Mapperseed',b'1723055',b'1',b'25439391',b'2014-09-14T18:42:32Z'
b'3077330410',b'41.1702007',b'-81.3642251',,b'Johnny Mapperseed',b'1723055',b'1',b'25441475',b'2014-09-14T20:08:54Z'
b'3077342137',b'41.170237',b'-81.3626291',,b'Johnny Mapperseed',b'1723055',b'1',b'25441475',b'2014-09-14T20:08:54Z'
b'3077361646',b'41.1693042',b'-81.3560631',,b'Johnny Mapperseed',b'1723055',b'1',b'25441693',b'2014-09-14T20:18:45Z'
b'3077367278',b'41.1714545',b'-81.3577267',,b'Johnny Mapperseed',b'1723055',b'1',b'25441796',b'2014-09-14T20:23:00Z'
b'3077433344',b'41.1389657',b'-81.355425',,b'Johnny Mapperseed',b'1723055',b'1',b'25442579',b'2014-09-14T21:02:50Z'
b'3080607327',b'41.3455816',b'-81.4167331',,b'fx99',b'130472',b'1',b'25485130',b'2014-09-16T18:01:39Z'
b'3080607823',b'41.346673',b'-81.4178958',,b'fx99',b'130472',b'1',b'25485130',b'2014-09-16T18:01:41Z'
b'3081220409',b'41.149233',b'-81.3455202',,b'Johnny Mapperseed',b'1723055',b'1',b'25492897',b'2014-09-17T04:50:08Z'
b'3082661270',b'41.5883166',b'-81.3473229',,b'stratmaster',b'2206686',b'1',b'25504860',b'2014-09-17T16:55:30Z'
b'3083540320',b'40.8227833',b'-81.3971925',,b'Evan Edwards',b'1661605',b'1',b'25510710',b'2014-09-17T22:25:45Z'
b'3083665399',b'40.8243858',b'-81.3978418',,b'Evan Edwards',b'1661605',b'1',b'25511251',b'2014-09-17T23:19:27Z'
b'3084969514',b'41.5871819',b'-81.3548085',,b'stratmaster',b'2206686',b'1',b'25525289',b'2014-09-18T17:22:56Z'
b'3084969616',b'41.584301',b'-81.3504392',,b'stratmaster',b'2206686',b'1',b'25525289',b'2014-09-18T17:22:58Z'
b'3084969717',b'41.5850132',b'-81.3517347',,b'stratmaster',b'2206686',b'1',b'25525289',b'2014-09-18T17:22:59Z'
b'3084969817',b'41.5829286',b'-81.348251',,b'stratmaster',b'2206686',b'1',b'25525289',b'2014-09-18T17:23:01Z'
b'3084969918',b'41.5878479',b'-81.3543901',,b'stratmaster',b'2206686',b'1',b'25525289',b'2014-09-18T17:23:03Z'
b'3084970018',b'41.5871919',b'-81.3538108',,b'stratmaster',b'2206686',b'1',b'25525289',b'2014-09-18T17:23:05Z'
b'3086346042',b'41.6007357',b'-81.3990458',,b'stratmaster',b'2206686',b'1',b'25545398',b'2014-09-19T17:06:44Z'
b'3086346142',b'41.5867123',b'-81.3599448',,b'stratmaster',b'2206686',b'1',b'25545398',b'2014-09-19T17:06:46Z'
b'3086346243',b'41.5868768',b'-81.3563453',,b'stratmaster',b'2206686',b'1',b'25545398',b'2014-09-19T17:06:48Z'
b'3086346344',b'41.600834',b'-81.397415',,b'stratmaster',b'2206686',b'1',b'25545398',b'2014-09-19T17:06:50Z'
b'3087906301',b'40.8207584',b'-81.4119903',,b'Evan Edwards',b'1661605',b'1',b'25564715',b'2014-09-20T17:53:16Z'
b'3087908301',b'40.8123211',b'-81.4218473',,b'Evan Edwards',b'1661605',b'1',b'25564715',b'2014-09-20T17:53:18Z'
b'3088474390',b'41.390876',b'-81.3900476',,b'skorasaurus',b'205523',b'1',b'25570531',b'2014-09-21T02:20:34Z'
